Unique ID,Name,Honoree,City,County,State,Side,Coordinates,Symbol Type,Symbol Category,Sponsor,Year Dedicated,Year Removed,Was this symbol removed?
1217,Albert Sidney Johnston Statue,Albert Sidney Johnston,Austin,Travis,TX,South,"30.284700, -97.739767",Monument,Other: Monument,George Littlefield,1932,2017,Removed
3173,Children of the Confederacy Creed Plaque,No specific honoree,Austin,Travis,TX,South,"30.274612, -97.740402",Monument,Other Government Office Grounds,Unknown,1959,,Active
1154,Confederate Heroes Day*,No specific honoree,Austin,Travis,TX,South,"30.274550, -97.739811",Holiday / Observances,Other: Holiday,Unknown,Unknown,,Active
1219,Confederate Soldiers Monument,No specific honoree,Austin,Travis,TX,South,"30.273200, -97.740833",Monument,Other Government Office Grounds,Surviving comrades,1903,,Active
2031,Eastside Memorial High School at Johnston Campus,Albert Sidney Johnston,Austin,Travis,TX,South,"30.257964, -97.681417",School,Schools,Unknown,1960,2018,Removed
2033,Fulmore Middle School,Zachary Taylor Fulmore,Austin,Travis,TX,South,"30.243825, -97.750542",School,Schools,Unknown,1911,2018,Removed
1220,Hood's Texas Brigade Monument,John Bell Hood,Austin,Travis,TX,South,"30.274033, -97.739367",Monument,Other Government Office Grounds,Reunion Association of Hood's Texas Brigade,1910,,Active
1820,Inscription honoring Confederacy at UT Austin,No specific honoree,Austin,Travis,TX,South,"30.283837, -97.739591",Monument,Other: Monument,George Littlefield,1933,2016,Removed
1130,Jeff Davis Avenue,Jefferson Davis,Austin,Travis,TX,South,"30.329296, -97.737259",Highway / Roadway,Roads,Unknown,Unknown,2018,Removed
2251,Jefferson Davis Highway Marker,Jefferson Davis,Austin,Travis,TX,South,"30.191450, -97.779633",Monument,Other: Monument,United Daughters of the Confederacy,1931,,Active
1821,Jefferson Davis Statue,Jefferson Davis,Austin,Travis,TX,South,"30.285117, -97.739717",Monument,Other: Monument,George Littlefield,1926,2015,Removed
1237,John H. Reagan High School,John Henninger Reagan,Austin,Travis,TX,South,"30.324031, -97.691051",School,Schools,Unknown,1965,2018,Removed
1819,John H. Reagan State Office Building,John Henninger Reagan,Austin,Travis,TX,South,"30.276665, -97.740216",Building,Other: Buildings,Unknown,Unknown,,Active
1218,John H. Reagan Statue,John Henninger Reagan,Austin,Travis,TX,South,"30.284342, -97.739592",Monument,Other: Monument,George Littlefield,1932,2017,Removed
1129,Robert E Lee Road,Robert E. Lee,Austin,Travis,TX,South,"30.261411, -97.769831",Highway / Roadway,Roads,Unknown,Unknown,2018,Removed
1236,Robert E. Lee Elementary School,Robert E. Lee,Austin,Travis,TX,South,"30.293348, -97.727204",School,Schools,Unknown,1939,2016,Removed
1216,Robert E. Lee Statue,Robert E. Lee,Austin,Travis,TX,South,"30.284486, -97.739581",Monument,Other: Monument,George Littlefield,1932,2017,Removed
1221,Terry's Texas Rangers Monument,No specific honoree,Austin,Travis,TX,South,"30.273967, -97.740750",Monument,Other Government Office Grounds,Surviving comrades,1907,,Active
2030,The Allan Facility,John T. Allan,Austin,Travis,TX,South,"30.256222, -97.697453",School,Schools,Unknown,Unknown,2018,Removed
1186,Confederate Monument,No specific honoree,Bay City,Matagorda,TX,South,"28.982067, -95.969417",Monument,Courthouse Grounds,United Daughters of the Confederacy,1913,,Active
1231,Lee College,Robert E. Lee,Baytown,Harris,TX,South,"29.734485, -94.976211",School,Schools,Unknown,1934,,Active
1238,Lee High School,Robert E. Lee,Baytown,Harris,TX,South,"29.731033, -94.986460",School,Schools,Unknown,1928,,Active
1160,Our Confederate Soldiers,No specific honoree,Beaumont,Jefferson,TX,South,"30.083640, -94.104845",Monument,Other: Monument,United Confederate Veterans and citizens of Beaumont,1912,,Active
1187,Confederate Monument,No specific honoree,Belton,Bell,TX,South,"31.056217, -97.463733",Monument,Courthouse Grounds,United Daughters of the Confederacy,1916,,Active
1825,Confederate Park,No specific honoree,Belton,Bell,TX,South,"31.052904, -97.459512",Park,"Other: Parks/Trails, Etc.",Ex-Confederate Association of Bell County,1892,,Active
1090,Reagan County,John Henninger Reagan,Big Lake,Reagan,TX,South,"31.192840, -101.460548",County,Other: County/Municipality ,Unknown,1903,,Active
3138,Reagan County Elementary School,John Henninger Reagan,Big Lake,Reagan,TX,South,"31.195350, -101.463374",School,Schools,Unknown,1921,,Active
3137,Reagan County High School,John Henninger Reagan,Big Lake,Reagan,TX,South,"31.201820, -101.451709",School,Schools,Unknown,1921,,Active
3136,Reagan County Middle School,John Henninger Reagan,Big Lake,Reagan,TX,South,"31.194801, -101.454151",School,Schools,Unknown,1921,,Active
1188,Confederate Monument,No specific honoree,Bonham,Fannin,TX,South,"33.577790, -96.178896",Monument,Courthouse Grounds,United Daughters of the Confederacy and Confederate Veterans Association,1905,,Active
2158,Bowie Pelham Camp Monument,No specific honoree,Bowie,Montague,TX,South,"33.552167, -97.832667",Monument,Other: Monument,United Confederate Veterans,Unknown,,Active
3139,Breckenridge High School,John C. Breckinridge,Breckenridge,Stephens,TX,South,"32.758711, -98.908219",school,Schools,Unknown,Unknown,,Active
3140,Breckenridge Junior High School,John C. Breckinridge,Breckenridge,Stephens,TX,South,"32.759018, -98.908563",school,Schools,Unknown,Unknown,,Active
3141,City of Breckenridge,John C. Breckinridge,Breckenridge,Stephens,TX,South,"32.755936, -98.905250",City,Other: County/Municipality ,Unknown,1876,,Active
1829,Stephens County,Alexander Stephens,Breckenridge,Stephens,TX,South,"32.755819, -98.904515",County,Other: County/Municipality ,Unknown,1861,,Active
1091,Terry County,Benjamin Franklin Terry,Brownfield,Terry,TX,South,"33.178608, -102.280566",County,Other: County/Municipality ,Unknown,1904,,Active
1833,Jefferson Davis monument,Jefferson Davis,Brownsville,Terry,TX,South,"25.905900, -97.499267",Monument,Other: Monument,United Daughters of the Confederacy,1926,,Active
1834,Robert E. Lee Youth Building,Robert E. Lee,Brownsville,Terry,TX,South,"25.899080, -97.494917",Building,Other: Buildings,Unknown,Unknown,,Active
1092,Hemphill County,John Hemphill,Canadian,Hemphill,TX,South,"35.912797, -100.383172",County,Other: County/Municipality ,Unknown,1877,,Active
1093,Randall County,Horace Randal,Canyon,Randall,TX,South,"34.979261, -101.928201",County,Other: County/Municipality ,Unknown,1889,,Active
2136,Albert Sidney Johnston Monument,Albert Sidney Johnston,China Grove,Bexar,TX,South,"29.313517, -95.450267",Monument,Other: Monument,United Daughters of the Confederacy,Unknown,,Active
1161,Confederate Soldier,No specific honoree,Clarksville,Red River,TX,South,"33.611350, -95.050200",Monument,Other: Monument,Unknown,1912,,Active
1224,City of Cleburne,Patrick Cleburne,Cleburne,Johnson,TX,South,"32.347710, -97.383872",City,Other: County/Municipality ,Unknown,1871,,Active
1162,Cleburne Mural,Patrick Cleburne,Cleburne,Johnson,TX,South,"32.345667, -97.385817",Other,"Other: Parks/Trails, Etc.",Howard Dudley,2009,,Active
1190,Confederate Monument,No specific honoree,Cleburne,Johnson,TX,South,"32.347083, -97.385967",Monument,Courthouse Grounds,United Daughters of the Confederacy,1917,,Active
1095,Johnson County,Middleton T. Johnson,Cleburne,Johnson,TX,South,"32.344706, -97.389435",County,Other: County/Municipality ,Unknown,1867,,Active
1189,Patrick Cleburne monument,Patrick Cleburne,Cleburne,Johnson,TX,South,"32.346076, -97.389195",Monument,Courthouse Grounds,Buffalo Creek Association,2015,,Active
1122,Beauregard Drive,Pierre Gustave Toutant-Beauregard,Conroe,Montgomery,TX,South,"30.260793, -95.445002",Highway / Roadway,Roads,Unknown,Unknown,,Active
1120,Jubal Early Lane,Jubal Anderson Early,Conroe,Montgomery,TX,South,"30.260218, -95.438148",Highway / Roadway,Roads,Unknown,Unknown,,Active
1121,Stonewall Jackson Drive,"Thomas Jonathan ""Stonewall"" Jackson",Conroe,Montgomery,TX,South,"30.259143, -95.440530",Highway / Roadway,Roads,Unknown,Unknown,,Active
1191,Call to Arms Monument,No specific honoree,Corsicana,Navarro,TX,South,"32.094917, -96.468683",Monument,Courthouse Grounds,United Daughters of the Confederacy,1909,,Active
1096,Foard County,Robert L. Foard,Crowell,Foard,TX,South,"33.983421, -99.724466",County,Other: County/Municipality ,Unknown,1891,,Active
1192,General Augustus C. Buchel Monument,Augustus C. Buchel,Cuero,DeWitt,TX,South,"29.092157, -97.288932",Monument,Courthouse Grounds,Dewitt County,1963,,Active
1240,Albert Sidney Johnston Elementary School,Albert Sidney Johnston,Dallas,Dallas,TX,South,"32.737649, -96.793032",School,Schools,Unknown,1956,2018,Removed
1164,General Robert E. Lee and Confederate Soldier Statue,Robert E. Lee,Dallas,Dallas,TX,South,"32.808449, -96.804381",Monument,Other: Monument,Unknown,1936,2017,Removed
1859,John B. Hood Middle School,John Bell Hood,Dallas,Dallas,TX,South,"32.758515, -96.689745",School,Schools,Unknown,1955,2016,Removed
1239,John H. Reagan Elementary School,John Henninger Reagan,Dallas,Dallas,TX,South,"32.746775, -96.830942",School,Schools,Unknown,1905,,Active
3124,Lee Parkway,Robert E. Lee,Dallas,Dallas,TX,South,"32.808899, -96.805007",highway / Roadway,Roads,Unknown,Unknown,,Active
1861,Oran M. Roberts Elementary School,Oran Milo Roberts,Dallas,Dallas,TX,South,"32.788354, -96.753980",School,Schools,Unknown,1910,,Active
1241,Robert E. Lee Elementary School,Robert E. Lee,Dallas,Dallas,TX,South,"32.824474, -96.766397",School,Schools,Unknown,1927,2018,Removed
1228,Robert E. Lee Park,Robert E. Lee,Dallas,Dallas,TX,South,"32.808095, -96.804475",Park,"Other: Parks/Trails, Etc.",Unknown,Unknown,2017,Removed
1242,Stonewall Jackson Elementary School,"Thomas Jonathan ""Stonewall"" Jackson",Dallas,Dallas,TX,South,"32.835697, -96.766184",School,Schools,Unknown,1939,2018,Removed
1860,W.H. Gaston Middle School,W.H. Gaston ,Dallas,Dallas,TX,South,"32.825458, -96.693365",School,Schools,Unknown,1954,,Active
2038,William L. Cabell Elementary School,William L. Cabell ,Dallas,Dallas,TX,South,"32.918484, -96.865318",School,Schools,Unknown,1958,2017,Removed
1193,Confederate Monument,No specific honoree,Denton,Denton,TX,South,"33.214633, -97.133050",Monument,Courthouse Grounds,United Daughters of the Confederacy,1918,,Active
1243,Lee Elementary School,Robert E. Lee,Denton,Denton,TX,South,"33.220018, -97.104910",School,Schools,Unknown,1988,2017,Removed
1244,Robert E. Lee Elementary School,Robert E. Lee,Eagle Pass,Maverick,TX,South,"28.703877, -100.501343",School,Schools,Unknown,Unknown,,Active
3131,Lee Circle,Robert E. Lee,Edinburg,Hidalgo,TX,South,"26.294513, -98.177057",highway / Roadway,Roads,Unknown,Unknown,,Active
1245,Robert E. Lee Elementary School,Robert E. Lee,Edinburg,Hidalgo,TX,South,"26.296758, -98.176272",School,Schools,Unknown,Unknown,,Active
1131,Robert E Lee Road,Robert E. Lee,El Paso,El Paso,TX,South,"31.786324, -106.398203",Highway / Roadway,Roads,Unknown,Unknown,,Active
1246,Robert E. Lee Elementary School,Robert E. Lee,El Paso,El Paso,TX,South,"31.850854, -106.425341",School,Schools,Unknown,Unknown,,Active
1167,Confederate Soldier,No specific honoree,Farmersville,Collin,TX,South,"33.161750, -96.359517",Monument,Other: Monument,United Daughters of the Confederacy,1917,,Active
1225,City of Fort Davis,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,"30.588442, -103.895231",City,Other: County/Municipality ,Unknown,Unknown,,Active
1880,Davis Mountains,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,"30.633333, -104.166667",Other,"Other: Parks/Trails, Etc.",Unknown,1854,,Active
1881,Davis Mountains State Park,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,"30.599059, -103.930104",Park,"Other: Parks/Trails, Etc.",Unknown,1933,,Active
1248,Fort Davis AEC School,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,"30.587554, -103.894232",School,Schools,Unknown,Unknown,,Active
1247,Fort Davis High School,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,"30.586961, -103.898693",School,Schools,Unknown,Unknown,,Active
1097,Jeff Davis County,Jefferson Davis,Fort Davis,Jeff Davis,TX,South,"30.588425, -103.894918",County,Other: County/Municipality ,Unknown,1887,,Active
1155,Fort Hood,John Bell Hood,Fort Hood,Bell,TX,South,"31.194999, -97.741342",Military Base,Other: Buildings,Unknown,1942,,Active
1194,Confederate Monument,No specific honoree,Fort Worth,Tarrant,TX,South,"32.757350, -97.332733",Monument,Courthouse Grounds,United Daughters of the Confederacy,1953,,Active
1882,Jefferson Davis Park,Jefferson Davis,Fort Worth,Tarrant,TX,South,"32.689724, -97.348828",Park,"Other: Parks/Trails, Etc.",Unknown,1923,2017,Removed
3127,Stonewall Elementary,"Thomas Jonathan ""Stonewall"" Jackson",Fredericksburg,Gillespie,TX,South,"30.237244, -98.662510",School,Schools,Unknown,Unknown,,Active
1168,Confederate Heroes,No specific honoree,Gainesville,Cooke,TX,South,"33.623300, -97.153550",Monument,Other: Monument,United Daughters of the Confederacy,1908,,Active
1195,Confederate Soldier Monument,No specific honoree,Gainesville,Cooke,TX,South,"33.624097, -97.145496",Monument,Courthouse Grounds,Unknown,1911,,Active
1249,Robert E. Lee Intermediate School,Robert E. Lee,Gainesville,Cooke,TX,South,"33.648265, -97.132814",School,Schools,Unknown,Unknown,,Active
1196,Dignified Resignation Monument,No specific honoree,Galveston,Galveston,TX,South,"29.303117, -94.789900",Monument,Courthouse Grounds,United Daughters of the Confederacy,1912,,Active
1197,Confederate Monument,No specific honoree,Georgetown,Williamson,TX,South,"30.636768, -97.677528",Monument,Courthouse Grounds,United Daughters of the Confederacy,1916,,Active
1098,Lee County,Robert E. Lee,Giddings,Lee,TX,South,"30.181344, -96.937972",County,Other: County/Municipality ,Unknown,1874,,Active
1198,Confederate Monument,No specific honoree,Goldthwaite,Mills,TX,South,"31.450017, -98.569750",Monument,Courthouse Grounds,United Confederate Veterans and Woman's Self Culture Club of Mills County,1915,,Active
2134,Jefferson Davis Highway Marker,Jefferson Davis,Goliad,Goliad,TX,South,"28.667667, -97.409733",Monument,Other: Monument,United Daughters of the Confederacy,Unknown,,Active
1199,Confederate Monument,No specific honoree,Gonzales,Gonzales,TX,South,"29.502150, -97.452417",Monument,Courthouse Grounds,United Daughters of the Confederacy,1909,,Active
1200,Confederate Monument,No specific honoree,Graham,Young,TX,South,"33.106583, -98.590533",Monument,Courthouse Grounds,United Daughters of the Confederacy,1916,,Active
1226,City of Granbury,Hiram Bronson Granbury,Granbury,Hood,TX,South,"32.443815, -97.788410",City,Other: County/Municipality ,Unknown,1887,,Active
3132,H.B. Granbury Monument,Hiram Bronson Granbury,Granbury,Hood,TX,South,"32.442890, -97.787263",Monument,Courthouse Grounds,United Daughters of the Confederacy,1913,,Active
1099,Hood County,John Bell Hood,Granbury,Hood,TX,South,"32.442643, -97.787110",County,Other: County/Municipality ,Unknown,1866,,Active
1250,Robert E. Lee Elementary School,Robert E. Lee,Grand Prairie,Dallas,TX,South,"32.741461, -96.998527",School,Schools,Unknown,1948,,Active
1169,Confederate Soldier,No specific honoree,Greenville,Hunt,TX,South,"33.125002, -96.088942",Monument,Other: Monument,United Daughters of the Confederacy,1926,,Active
1117,Stonewall Jackson Road,"Thomas Jonathan ""Stonewall"" Jackson",Hamilton,Hamilton,TX,South,"31.710838, -98.123360",Highway / Roadway,Roads,Unknown,Unknown,,Active
1115,Confederate Street,No specific honoree,Hemphill,Sabine,TX,South,"31.408063, -93.701274",Highway / Roadway,Roads,Unknown,Unknown,,Active
1116,Stonewall Street,"Thomas Jonathan ""Stonewall"" Jackson",Hemphill,Sabine,TX,South,"31.404276, -93.702917",Highway / Roadway,Roads,Unknown,Unknown,,Active
1201,Confederate Soldier,No specific honoree,Hillsboro,Hill,TX,South,"32.011017, -97.130500",Monument,Courthouse Grounds,Sons of Confederate Veterans,1925,,Active
1170,Stonewall Jackson Camp 249,"Thomas Jonathan ""Stonewall"" Jackson",Holliday,Archer,TX,South,"33.785417, -98.679367",Monument,Other: Monument,Sons of Confederate Veterans,1999,,Active
1229,Stonewall Jackson Campground,"Thomas Jonathan ""Stonewall"" Jackson",Holliday,Archer,TX,South,"33.786852, -98.678798",Park,"Other: Parks/Trails, Etc.",Unknown,Unknown,,Active
1151,Stonewall Road,"Thomas Jonathan ""Stonewall"" Jackson",Holliday,Archer,TX,South,"33.786665, -98.679892",Highway / Roadway,Roads,Unknown,Unknown,,Active
1251,Albert Sidney Johnston Middle School,Albert Sidney Johnston,Houston,Harris,TX,South,"29.669117, -95.473950",School,Schools,Unknown,1959,2016,Removed
1902,Dick Dowling Monument,Richard W. Dowling,Houston,Harris,TX,South,"29.709015, -95.390791",Monument,Other: Monument,"United Confederate Veterans & Ancient Order of Hibernians Nos. 1,2 and 3 and the Emmett Council",1905,,Active
1904,Dowling Street,Richard W. Dowling,Houston,Harris,TX,South,"29.739756, -95.360866",Highway / Roadway,Roads,Unknown,Unknown,2017,Removed
3128,Henry Grady Middle School,Henry Grady,Houston,Harris,TX,South,"29.749420, -95.468115",School,Schools,Unknown,Unknown,2016,Removed
1252,Jefferson Davis High School,Jefferson Davis,Houston,Harris,TX,South,"29.783464, -95.358707",School,Schools,Unknown,1926,2016,Removed
1254,John H. Reagan High School,John Henninger Reagan,Houston,Harris,TX,South,"29.795030, -95.393570",School,Schools,Unknown,1926,2016,Removed
1256,Lee High School,Robert E. Lee,Houston,Harris,TX,South,"29.730085, -95.500057",School,Schools,Unknown,1962,2016,Removed
1253,Richard W. Dowling Middle School,Richard W. Dowling,Houston,Harris,TX,South,"29.620435, -95.453087",School,Schools,Unknown,1968,2016,Removed
1124,Robert E Lee Road,Robert E. Lee,Houston,Harris,TX,South,"29.842395, -95.210998",Highway / Roadway,Roads,Unknown,Unknown,,Active
1125,Robert Lee Road,Robert E. Lee,Houston,Harris,TX,South,"29.809342, -95.372741",Highway / Roadway,Roads,Unknown,Unknown,,Active
1903,Spirit of The Confederacy,No specific honoree,Houston,Harris,TX,South,"29.760267, -95.372600",Monument,Other: Monument,United Daughters of the Confederacy,1908,,Active
1255,Stonewall Jackson Middle School,"Thomas Jonathan ""Stonewall"" Jackson",Houston,Harris,TX,South,"29.735327, -95.325354",School,Schools,Unknown,1925,2016,Removed
1908,City of Hubbard,Richard B. Hubbard,Hubbard,Hill,TX,South,"31.846787, -96.795223",City,Other: County/Municipality ,Unknown,1881,,Active
1133,Robert E Lee Road,Robert E. Lee,Hunt,Hunt,TX,South,"30.076115, -99.351740",Highway / Roadway,Roads,Unknown,Unknown,,Active
1202,Walker County Civil War Monument,No specific honoree,Huntsville,Walker,TX,South,"30.723650, -95.550817",Monument,Courthouse Grounds,United Daughters of the Confederacy,1956,,Active
1135,Jeff Davis Street,Jefferson Davis,Jacksonville,Cherokee,TX,South,"31.981157, -95.261735",Highway / Roadway,Roads,Unknown,Unknown,,Active
1203,Confederate Monument,No specific honoree,Jefferson,Marion,TX,South,"32.756607, -94.344234",Monument,Courthouse Grounds,United Confederate Veterans,1907,,Active
1205,Confederate Monument,No specific honoree,Kaufman,Kaufman,TX,South,"32.589317, -96.309583",Monument,Courthouse Grounds,United Confederate Veterans and the people of Kaufman County,1911,,Active
1152,East Winkler Street,Clinton M. Winkler,Kermit,Winkler,TX,South,"31.856319, -103.094652",Highway / Roadway,Roads,Unknown,Unknown,,Active
1100,Winkler County,Clinton M. Winkler,Kermit,Winkler,TX,South,"31.857165, -103.093679",County,Other: County/Municipality ,Unknown,1910,,Active
1150,Confederate Park Road,No specific honoree,Lakeside,Tarrant,TX,South,"32.823054, -97.493223",Highway / Roadway,Roads,Unknown,Unknown,,Active
1222,Site of Confederate Arms Factory,No specific honoree,Lancaster,Dallas,TX,South,"32.592113, -96.758311",Monument,Other Government Office Grounds,Unknown,1936,,Active
1143,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",League City,Galveston,TX,South,"29.488096, -95.130963",Highway / Roadway,Roads,Unknown,Unknown,,Active
1128,Robert Lee Street,Robert E. Lee,Levelland,Hockley,TX,South,"33.599719, -102.322574",Highway / Roadway,Roads,Unknown,Unknown,,Active
1114,Confederate Street,No specific honoree,Liberty,Liberty,TX,South,"30.055698, -94.808003",Highway / Roadway,Roads,Unknown,Unknown,,Active
1924,Polk County Courthouse Confederate Monument,No specific honoree,Livingston,Polk,TX,South,"30.710733, -94.933633",Monument,Courthouse Grounds,United Confederate Veterans,1900,,Active
1123,Robert E Lee Road,Robert E. Lee,Livingston,Polk,TX,South,"30.651967, -94.835812",Highway / Roadway,Roads,Unknown,Unknown,,Active
1206,Confederate Soldier Monument,No specific honoree,Llano,Llano,TX,South,"30.750143, -98.676108",Monument,Courthouse Grounds,United Daughters of the Confederacy,1915,,Active
1925,Confederate Monument,No specific honoree,Lockhart,Caldwell,TX,South,"29.884517, -97.672117",Monument,Courthouse Grounds,Citizens of Caldwell County,1910,,Active
1207,Confederate Heroes,No specific honoree,Longview,Gregg,TX,South,"32.496267, -94.738717",Monument,Courthouse Grounds,United Daughters of the Confederacy,1911,,Active
1101,Gregg County,John Gregg,Longview,Gregg,TX,South,"32.496805, -94.738658",County,Other: County/Municipality ,Unknown,1873,,Active
3135,City of Lubbock,Thomas Saltus Lubbock,Lubbock,Lubbock,TX,South,"33.583159, -101.853900",City,Other: County/Municipality ,Unknown,Unknown,,Active
1930,Lubbock County,Thomas Saltus Lubbock,Lubbock,Lubbock,TX,South,"33.584999, -101.844932",County,Other: County/Municipality ,Unknown,1876,,Active
2162,Confederate Monument,No specific honoree,Marlin,Falls,TX,South,"31.306967, -96.898283",Monument,Courthouse Grounds,United Daughters of the Confederacy,1925,,Active
1174,Confederate Monument,No specific honoree,Marshall,Harrison,TX,South,"32.545000, -94.367050",Monument,Other: Monument,United Daughters of the Confederacy,1906,,Active
1136,Jeff Davis Street,Jefferson Davis,Marshall,Harrison,TX,South,"32.550215, -94.313883",Highway / Roadway,Roads,Unknown,Unknown,,Active
3129,John Reagan St,John Henninger Reagan,Marshall,Harrison,TX,South,"32.549066, -94.317236",Highway / Roadway,Roads,Unknown,Unknown,,Active
1257,Robert E. Lee Elementary School,Robert E. Lee,Marshall,Harrison,TX,South,"32.556075, -94.364812",School,Schools,Unknown,1902,2017,Removed
1137,Stonewall Drive,"Thomas Jonathan ""Stonewall"" Jackson",Marshall,Harrison,TX,South,"32.550239, -94.314454",Highway / Roadway,Roads,Unknown,Unknown,,Active
3130,Stuart Ln,"James Ewell Brown ""Jeb"" Stuart",Marshall,Harrison,TX,South,"32.550636, -94.318395",Highway / Roadway,Roads,Unknown,Unknown,,Active
1209,WWI and Confederate Soldier Monument,No specific honoree,Memphis,Hall,TX,South,"34.724914, -100.536714",Monument,Courthouse Grounds,United Daughters of the Confederacy,1924,,Active
1940,Confederate Reunion Grounds State Historic Site,No specific honoree,Mexia,Limestone,TX,South,"31.631685, -96.560497",Park,"Other: Parks/Trails, Etc.",United Confederate Veterans,1983,,Active
1102,Roberts County,Oran Milo Roberts,Miami,Roberts,TX,South,"35.692658, -100.635389",County,Other: County/Municipality ,State of Texas,1889,,Active
1258,Lee Freshman High School,Robert E. Lee,Midland,Midland,TX,South,"32.025608, -102.065671",School,Schools,Unknown,1961,,Active
1259,Robert E. Lee High School,Robert E. Lee,Midland,Midland,TX,South,"32.011802, -102.129280",School,Schools,Unknown,1961,,Active
1146,Beauregard Court,Pierre Gustave Toutant-Beauregard,Missouri City,Fort Bend,TX,South,"29.542013, -95.511791",Highway / Roadway,Roads,Unknown,Unknown,,Active
1145,Bedford Forrest Drive,Nathan Bedford Forrest,Missouri City,Fort Bend,TX,South,"29.541294, -95.511437",Highway / Roadway,Roads,Unknown,Unknown,,Active
1147,Breckinridge Court,John C. Breckinridge,Missouri City,Fort Bend,TX,South,"29.540131, -95.507875",Highway / Roadway,Roads,Unknown,Unknown,,Active
1148,Confederate Drive,No specific honoree,Missouri City,Fort Bend,TX,South,"29.539459, -95.505815",Highway / Roadway,Roads,Unknown,Unknown,,Active
1149,Pickett Place,George Pickett,Missouri City,Fort Bend,TX,South,"29.539597, -95.512106",Highway / Roadway,Roads,Unknown,Unknown,,Active
1210,Confederate Soldier Statue,No specific honoree,Mount Pleasant,Titus,TX,South,"33.156800, -94.968683",Monument,Courthouse Grounds,United Daughters of the Confederacy,1911,,Active
3142,Lee St,Robert E. Lee,Mount Pleasant,Titus,TX,South,"33.156063, -94.966237",highway / Roadway,Roads,Unknown,Unknown,,Active
2159,Confederate Monument,No specific honoree,Mount Vernon,Franklin,TX,South,"33.189194, -95.220944",Monument,Courthouse Grounds,United Confederate Veterans,Unknown,,Active
1103,Ector County,Mathew Duncan Ector,Odessa,Ector,TX,South,"31.847375, -102.368211",County,Other: County/Municipality ,Unknown,1891,,Active
3125,Reagan Academic Magnet School,John Henninger Reagan,Odessa,Ector,TX,South,"31.870590, -102.348208",School,Schools,Unknown,1956,,Active
1230,John H. Reagan Park,John Henninger Reagan,Palestine,Anderson,TX,South,"31.757968, -95.625838",Park,"Other: Parks/Trails, Etc.",Sons of Confederate Veterans,Unknown,,Active
1176,John H. Reagan Statue,John Henninger Reagan,Palestine,Anderson,TX,South,"31.758078, -95.626071",Monument,Other: Monument,United Daughters of the Confederacy,1911,,Active
1104,Gray County,Peter W. Gray,Pampa,Gray,TX,South,"35.535538, -100.963077",County,Other: County/Municipality ,Unknown,1902,,Active
1211,Confederate Monument,No specific honoree,Paris,Lamar,TX,South,"33.662265, -95.556995",Monument,Courthouse Grounds,United Daughters of the Confederacy,1903,,Active
1105,Reeves County,George R. Reeves,Pecos,Reeves,TX,South,"31.424172, -103.494257",County,Other: County/Municipality ,State of Texas,1884,,Active
1106,Ochiltree County,William Beck Ochiltree,Perryton,Ochiltree,TX,South,"36.394837, -100.802148",County,Other: County/Municipality ,Unknown,1889,,Active
3133,Lee Ave,Robert E. Lee,Port Arthur,Jefferson,TX,South,"29.906469, -93.909307",highway / Roadway,Roads,Unknown,Unknown,,Active
1260,Robert E. Lee Elementary School,Robert E. Lee,Port Arthur,Jefferson,TX,South,"29.905428, -93.910409",School,Schools,Unknown,Unknown,,Active
1957,Texas National Guard Camp Maxey,No specific honoree,Powderly,Lamar,TX,South,"33.781675, -95.537217",Other,Other: Buildings,Unknown,1941,,Active
1107,Upton County,John C. and William F. Upton,Rankin,Upton,TX,South,"31.226344, -101.937492",County,Other: County/Municipality ,Unknown,1910,,Active
1141,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Richmond,Fort Bend,TX,South,"29.546262, -95.689970",Highway / Roadway,Roads,Unknown,Unknown,,Active
1140,Jeff Davis Drive,Jefferson Davis,Richmond,Fort Bend,TX,South,"29.545356, -95.690851",Highway / Roadway,Roads,Unknown,Unknown,,Active
1142,Stonewall Drive,"Thomas Jonathan ""Stonewall"" Jackson",Richmond,Fort Bend,TX,South,"29.545384, -95.691785",Highway / Roadway,Roads,Unknown,Unknown,,Active
1144,Bedford Forrest Lane,Nathan Bedford Forrest,Ridgley,Lake,TX,South,"36.270992, -89.481455",Highway / Roadway,Roads,Unknown,Unknown,,Active
1227,City of Robert Lee,Robert E. Lee,Robert Lee,Coke,TX,South,"31.893190, -100.485579",City,Other: County/Municipality ,Unknown,Unknown,,Active
1261,Robert Lee Elementary School,Robert E. Lee,Robert Lee,Coke,TX,South,"31.901197, -100.486487",School,Schools,Unknown,1927,,Active
1262,Robert Lee High School,Robert E. Lee,Robert Lee,Coke,TX,South,"31.901829, -100.485443",School,Schools,Unknown,Unknown,,Active
1126,Robert Lee Avenue,Robert E. Lee,Roma,Starr,TX,South,"26.407148, -98.986983",Highway / Roadway,Roads,Unknown,Unknown,,Active
3126,B. F. Terry Blvd,Benjamin Franklin Terry,Rosenberg,Fort Bend,TX,South,"29.545822, -95.770571",highway / Roadway,Roads,Unknown,Unknown,,Active
